HMDB	KEGG
HMDB19611	C12295
HMDB19627	C17663
HMDB19678	C08283
HMDB19684	C09592
HMDB19685	C09593
HMDB19698	C10144
HMDB19706	C00436
HMDB19712	C10497
HMDB19730	C10689
HMDB19731	C10755
HMDB19734	C09991
HMDB19739	C08995
HMDB19759	C16855
HMDB19760	C16856
HMDB19763	C02002
HMDB19789	C13143
HMDB19854	C09952
HMDB19858	C08265
HMDB19881	C17495
HMDB19882	C17496
HMDB19930	C08846
HMDB19931	C03683
HMDB19941	C02347
HMDB19944	C05230
HMDB19954	C16305
HMDB19956	C08725
HMDB19969	C08445
HMDB19976	C01594
HMDB19979	C13534
HMDB19982	C01825
HMDB19994	C01875
HMDB19998	C04617
HMDB20000	C08386
HMDB20005	C13910
HMDB20012	C06413
HMDB20014	C15770
HMDB20023	C09793
HMDB20033	C08251
HMDB20035	C08255
HMDB20037	C01198
HMDB20047	C10048
HMDB20050	C08774
HMDB20056	C09923
HMDB20061	C10429
HMDB20063	C10451
HMDB20065	C01905
HMDB20077	C14499
HMDB20087	C08888
HMDB20097	C10832
HMDB20100	C08887
HMDB20105	C10467
HMDB20111	C14693
HMDB20120	C11155
HMDB20135	C08906
HMDB20138	C17449
HMDB20140	C10738
HMDB20141	C10739
HMDB20143	C16223
HMDB20145	C08499
HMDB20153	C08334
HMDB20159	C15562
HMDB20162	C08840
HMDB20172	C16968
HMDB20175	C14285
HMDB20185	C01403
HMDB20187	C10794
HMDB20188	C16941
HMDB20191	C01701
HMDB20199	C15485
HMDB20200	C07113
HMDB20214	C10204
HMDB20220	C09060
HMDB20224	C02278
HMDB20231	C13732
HMDB20232	C08993
HMDB20233	C08449
HMDB20237	C12303
HMDB20239	C17512
HMDB20243	C01733
HMDB20244	C08305
HMDB20245	C08717
HMDB20248	C14430
HMDB20252	C16942
HMDB20256	C07973
HMDB20257	C07600
HMDB20261	C08369
HMDB20262	C01839
HMDB20264	C03098
HMDB20268	C17639
HMDB20278	C10207
HMDB20279	C15802
HMDB20282	C10509
HMDB20283	C09126
HMDB20286	C10216
HMDB20294	C10434
HMDB20299	C10037
HMDB20320	C10206
HMDB20322	C10529
HMDB20324	C14396
HMDB20338	C15511
HMDB20347	C10523
HMDB20359	C08907
HMDB20360	C17470
HMDB20367	C08427
HMDB20368	C08425
HMDB20370	C08239
HMDB20371	C08437
HMDB20380	C08814
HMDB20386	C10422
HMDB20395	C10062
HMDB20401	C09994
HMDB20403	C10827
HMDB20406	C01263
HMDB20408	C16930
HMDB20409	C01457
HMDB20423	C10474
HMDB20424	C10452
HMDB20425	C14567
HMDB20426	C05119
HMDB20428	C10486
HMDB20430	C10521
HMDB20433	C17476
HMDB20447	C09980
HMDB20448	C10464
HMDB20449	C13846
HMDB20450	C08723
HMDB20455	C08470
HMDB20461	C08455
HMDB20462	C14415
HMDB20467	C12298
HMDB20470	C12293
HMDB20475	C01455
HMDB20477	C06202
HMDB20478	C16074
HMDB20481	C10514
HMDB20483	C08315
HMDB20485	C02018
HMDB20493	C16986
HMDB20498	C10421
HMDB20509	C02787
HMDB20513	C10820
HMDB20516	C10803
HMDB20523	C09947
HMDB20524	C01590
HMDB20525	C10418
HMDB20527	C09993
HMDB20529	C17669
HMDB20530	C00796
HMDB20531	C03844
HMDB20543	C01925
HMDB20550	C01949
HMDB20553	C08390
HMDB20555	C07083
HMDB20559	C06323
HMDB20571	C10882
HMDB20572	C09312
HMDB20574	C05669
HMDB20584	C08271
HMDB20587	C09275
HMDB20588	C09925
HMDB20589	C07606
HMDB20591	C09305
HMDB20592	C02660
HMDB20603	C04655
HMDB20607	C08384
HMDB20618	C08365
HMDB20620	C16748
HMDB20622	C01746
HMDB20633	C02162
HMDB20638	C15500
HMDB20640	C16797
HMDB20641	C10681
HMDB20642	C01420
HMDB20645	C16759
HMDB20648	C08284
HMDB20657	C01692
HMDB20666	C01752
HMDB20678	C11101
HMDB20685	C10108
HMDB20686	C08869
HMDB20690	C08858
HMDB20691	C10350
HMDB20704	C09269
HMDB20708	C08387
HMDB20740	C10077
HMDB20741	C10515
HMDB20749	C08833
HMDB20754	C15793
HMDB20755	C15791
HMDB20768	C09644
HMDB20769	C07593
HMDB20770	C06588
HMDB20775	C14393
HMDB20778	C09996
HMDB20783	C07733
HMDB20787	C17002
HMDB20788	C03425
HMDB20791	C04486
HMDB20792	C04485
HMDB20800	C14718
HMDB20811	C02008
HMDB20813	C09517
HMDB20823	C09781
HMDB20831	C04911
HMDB20834	C09801
HMDB20835	C16752
HMDB20848	C17419
HMDB20849	C17422
HMDB20850	C17423
HMDB20869	C08931
HMDB20877	C08984
HMDB20878	C17543
HMDB20906	C16947
HMDB21000	C08980
HMDB21001	C08983
HMDB21002	C12081
HMDB21004	C17420
HMDB21049	C08796
HMDB21051	C11382
HMDB21060	C08795
HMDB21065	C13746
HMDB21066	C02057
HMDB21070	C17493
HMDB21079	C09404
HMDB21087	C10826
HMDB21094	C11887
HMDB21095	C11882
HMDB21106	C08945
HMDB21107	C12893
HMDB21112	C13391
HMDB21168	C08136
HMDB21171	C13558
HMDB21179	C13556
HMDB21201	C00094
HMDB21202	C00059
HMDB21203	C01614
HMDB21205	C01358
HMDB21207	C09306
HMDB21216	C10501
HMDB21225	C11125
HMDB21226	C10914
HMDB21227	C11035
HMDB21237	C10990
HMDB21241	C04720
HMDB21294	C11083
HMDB21302	C08637
HMDB21307	C08934
HMDB21308	C08933
HMDB21309	C08794
HMDB21314	C02344
HMDB21316	C00561
HMDB21317	C00844
HMDB21324	C09719
HMDB21326	C11673
HMDB21329	C09189
HMDB21339	C17565
HMDB21355	C16927
HMDB21357	C06078
HMDB21358	C11391
HMDB21360	C11952
HMDB21364	C01411
HMDB21370	C04273
HMDB21374	C09859
HMDB21375	C16958
HMDB21383	C17544
HMDB21386	C09723
HMDB21389	C17383
HMDB21412	C01470
HMDB21416	C16945
HMDB21420	C08325
HMDB21431	C11865
HMDB21437	C11859
HMDB21452	C17382
HMDB21470	C01499
HMDB21472	C13715
HMDB21477	C06394
HMDB21482	C01767
HMDB21486	C09849
HMDB21487	C11386
HMDB21497	C09662
HMDB21520	C11938
HMDB21536	C06082
HMDB21551	C01500
HMDB21552	C12294
HMDB21553	C09861
HMDB21554	C07271
HMDB21558	C00843
HMDB21564	C17642
HMDB21594	C09209
HMDB21607	C16753
HMDB21612	C09904
HMDB21613	C10343
HMDB21627	C02287
HMDB21644	C17268
HMDB21651	C11939
HMDB21670	C06578
HMDB21685	C10822
HMDB21692	C09652
HMDB21771	C16843
HMDB21818	C10460
HMDB21822	C16949
HMDB22020	C09715
HMDB22029	C08490
HMDB22031	C09132
HMDB22032	C09893
HMDB22040	C09788
HMDB22047	C09700
HMDB22060	C08760
HMDB22066	C09690
HMDB22081	C03173
HMDB22095	C06308
HMDB22096	C16459
HMDB22126	C17277
HMDB22133	C05918
HMDB22136	C10682
HMDB22145	C08609
HMDB22150	C09066
HMDB22159	C16974
HMDB22175	C12486
HMDB22183	C09885
HMDB22187	C09286
HMDB22188	C11941
HMDB22195	C08991
HMDB22197	C01326
HMDB22199	C09709
HMDB22209	C08304
HMDB22210	C00553
HMDB22213	C09836
HMDB22218	C09840
HMDB22220	C08773
HMDB22221	C01126
HMDB22231	C11390
HMDB22232	C16799
HMDB22233	C16800
HMDB22236	C11387
HMDB22241	C09394
HMDB22249	C09711
HMDB22251	C09902
HMDB22260	C00887
HMDB22271	C09489
HMDB22275	C01765
HMDB22277	C09848
HMDB22282	C01766
HMDB22283	C11396
HMDB22286	C09490
HMDB22290	C09780
HMDB22292	C08608
HMDB22293	C17073
HMDB22295	C09685
HMDB22296	C08611
HMDB22302	C17384
HMDB22303	C11384
HMDB22313	C09875
HMDB22319	C08946
HMDB22320	C08775
HMDB22322	C17125
HMDB22338	C10480
HMDB22354	C17489
HMDB22362	C09696
HMDB22372	C09289
HMDB22382	C09666
HMDB22384	C07287
HMDB22389	C08636
HMDB22390	C03514
HMDB22391	C08771
HMDB22407	C09484
HMDB22458	C08788
HMDB22479	C17505
HMDB22482	C10370
HMDB22486	C10382
HMDB22496	C15231
HMDB22542	C17062
HMDB22543	C17568
HMDB22551	C09665
HMDB22558	C16779
HMDB22561	C08511
HMDB22567	C18018
HMDB22568	C11415
HMDB22574	C11393
HMDB22577	C09868
HMDB22586	C16909
HMDB22590	C03985
HMDB22591	C11388
HMDB22592	C11389
HMDB22594	C16461
HMDB22625	C09600
HMDB22652	C16775
HMDB22653	C16943
HMDB22655	C09747
HMDB22656	C02951
HMDB22662	C16776
HMDB22663	C09750
HMDB22664	C16814
HMDB22699	C09621
HMDB22720	C13798
HMDB22721	C04780
HMDB22736	C00922
HMDB22881	C09718
HMDB22929	C10346
HMDB22935	C09647
HMDB22947	C09385
HMDB22969	C17501
HMDB22984	C09695
HMDB22986	C01234
HMDB22988	C08458
HMDB22989	C16286
HMDB22992	C07755
HMDB22993	C12567
HMDB22995	C09684
HMDB22998	C09633
HMDB23020	C08370
HMDB23031	C12569
HMDB23033	C13140
HMDB23034	C13194
HMDB23038	C13192
HMDB23043	C12568
HMDB23045	C13198
HMDB23047	C18606
HMDB23049	C12554
HMDB23051	C12603
HMDB23063	C12277
HMDB23065	C13199
HMDB23069	C08129
HMDB23070	C08219
HMDB23072	C08142
HMDB23092	C01553
HMDB23095	C06307
HMDB23096	C09882
HMDB23098	C09771
HMDB23101	C12287
HMDB23102	C08597
HMDB23117	C09628
HMDB23123	C11512
HMDB23125	C00761
HMDB23127	C08778
HMDB23130	C08584
HMDB23131	C01902
HMDB23132	C12112
HMDB23135	C10498
HMDB23140	C08486
HMDB23142	C09738
HMDB23159	C10522
HMDB23162	C10028
HMDB23163	C10029
HMDB23169	C02274
HMDB23173	C10538
HMDB23174	C10106
HMDB23175	C10072
HMDB23176	C10186
HMDB23177	C01604
HMDB23184	C09301
HMDB23187	C09499
HMDB23193	C09675
HMDB23201	C15428
HMDB23204	C08615
HMDB23225	C09190
HMDB23228	C16946
HMDB23236	C09382
HMDB23239	C09518
HMDB23241	C09474
HMDB23247	C09110
HMDB23248	C05720
HMDB23249	C09081
HMDB23266	C09720
HMDB23277	C11872
HMDB23278	C11873
HMDB23285	C07605
HMDB23316	C11876
HMDB23319	C17488
HMDB23320	C17085
HMDB23321	C16960
HMDB23323	C16959
HMDB23325	C09492
HMDB23343	C16908
HMDB23347	C09629
HMDB23348	C09691
HMDB23368	C09118
HMDB23377	C02533
HMDB23386	C09183
HMDB23395	C09071
HMDB23396	C17508
HMDB23397	C08618
HMDB23405	C11893
HMDB23419	C00560
HMDB23421	C07603
HMDB23422	C07602
HMDB23423	C07601
HMDB23429	C08594
HMDB23430	C08605
HMDB23449	C08777
HMDB23457	C06094
HMDB23458	C02034
HMDB23473	C14146
HMDB23488	C08585
HMDB23489	C08586
HMDB23501	C10433
HMDB23558	C17518
HMDB23559	C06075
HMDB23560	C09898
HMDB23561	C17517
HMDB23564	C01951
HMDB23594	C11647
HMDB23603	C08765
HMDB23639	C09678
HMDB23677	C11861
HMDB23693	C09010
HMDB23714	C01935
HMDB23761	C11624
HMDB23830	C09832
HMDB23837	C09751
HMDB23840	C01708
HMDB23853	C08101
HMDB23900	C08650
HMDB23902	C16978
HMDB23910	C16309
HMDB23920	C10191
HMDB23926	C04608
HMDB23948	C05623
HMDB23954	C12638
HMDB23964	C08598
HMDB24002	C10109
HMDB24011	C12629
HMDB24033	C16981
HMDB24037	C10098
HMDB24063	C17441
HMDB24076	C16417
HMDB24084	C09830
HMDB24105	C09826
HMDB24117	C15437
HMDB24122	C17498
HMDB24179	C12635
HMDB24206	C14476
HMDB24263	C10227
HMDB24267	C10237
HMDB24270	C10222
HMDB24280	C17629
HMDB24287	C00980
HMDB24313	C06360
HMDB24540	C05229
HMDB24561	C12668
HMDB24576	C09617
HMDB24581	C14079
HMDB24604	C08629
HMDB24607	C08647
HMDB24627	C12138
HMDB24630	C08653
HMDB24631	C16315
HMDB24738	C12139
HMDB24754	C02549
HMDB24759	C12599
HMDB24763	C09674
HMDB24816	C06074
HMDB24819	C12077
HMDB24843	C16773
HMDB24849	C17490
HMDB24855	C16815
HMDB24865	C09729
HMDB24997	C03351
HMDB25029	C12136
HMDB25033	C12127
HMDB25034	C17640
HMDB25038	C17624
HMDB25054	C08424
HMDB25074	C08409
HMDB25075	C08419
HMDB25077	C08411
HMDB25089	C08403
HMDB25091	C02153
HMDB25095	C08417
HMDB25099	C08415
HMDB25101	C08404
HMDB25129	C16952
HMDB25154	C08336
HMDB25187	C02381
HMDB25193	C05939
HMDB25204	C10802
HMDB25227	C17673
HMDB25259	C05306
HMDB25271	C10653
HMDB25272	C11048
HMDB25275	C10851
HMDB25287	C08982
HMDB25345	C15971
HMDB25357	C04078
HMDB25474	C10246
HMDB25551	C12627
HMDB25553	C01418
HMDB25559	C07560
HMDB25578	C08248
HMDB25654	C10543
HMDB25659	C10884
HMDB25706	C08487
HMDB25726	C14550
HMDB25848	C10253
HMDB25849	C10316
HMDB25872	C07574
HMDB25878	C00744
HMDB25879	C08548
HMDB25892	C08498
HMDB25912	C09929
HMDB25917	C11610
HMDB25942	C04360
HMDB25948	C04516
HMDB25973	C17421
HMDB26003	C11263
HMDB26033	C10224
HMDB26041	C10212
HMDB26046	C10459
HMDB26107	C13837
HMDB26123	C10220
HMDB26131	C10796
HMDB26193	C08923
HMDB26228	C10264
HMDB26276	C06093
HMDB26314	C09863
HMDB26323	C16184
HMDB26324	C07475
HMDB26388	C17447
HMDB26409	C09186
HMDB26513	C05404
HMDB26533	C02273
HMDB26546	C16762
HMDB27023	C13403
HMDB27041	C06728
HMDB27059	C12292
HMDB27070	C12306
HMDB27140	C14240
HMDB27164	C11110
HMDB27271	C12278
HMDB27307	C14716
HMDB27314	C05079
HMDB27315	C05784
HMDB27318	C00569
HMDB27339	C06757
HMDB27637	C07667
HMDB27639	C11338
HMDB27647	C00548
HMDB27777	C08964
HMDB27796	C10373
HMDB27812	C08895
HMDB27854	C08484
HMDB27919	C16984
HMDB27941	C16302
HMDB27959	C16038
HMDB27968	C08743
HMDB27995	C17504
HMDB28108	C10487
HMDB28246	C16191
HMDB28252	C10307
HMDB28282	C08761
HMDB28298	C05907
HMDB28324	C16343
HMDB28363	C09059
HMDB28385	C08383
HMDB28412	C04415
HMDB28425	C00373
HMDB28487	C07213
HMDB28488	C07216
HMDB28580	C10478
HMDB28610	C09625
HMDB28627	C08602
HMDB28662	C00984
HMDB28666	C09704
HMDB28670	C11392
HMDB28671	C09877
HMDB29192	C02378
HMDB29196	C01018
HMDB29197	C06943
HMDB29198	C16364
HMDB29211	C00534
HMDB29215	C19157
HMDB29225	C01327
HMDB29247	C16301
HMDB29249	C08652
HMDB29263	C01265
HMDB29300	C19326
HMDB29306	C13637
HMDB29311	C08894
HMDB29335	C10009
HMDB29336	C10011
HMDB29365	C02717
HMDB29367	C06162
HMDB29368	C13757
HMDB29369	C17208
HMDB29372	C02495
HMDB29374	C10174
HMDB29377	C03882
HMDB29379	C00933
HMDB29380	C05576
HMDB29382	C11786
HMDB29386	C08549
HMDB29387	C02926
HMDB29399	C09955
HMDB29402	C04209
HMDB29406	C08537
HMDB29407	C08539
HMDB29408	C08540
HMDB29411	C08567
HMDB29412	C08269
HMDB29416	C03884
HMDB29422	C05575
HMDB29427	C08287
HMDB29428	C08280
HMDB29430	C03510
HMDB29433	C00651
HMDB29437	C01683
HMDB29438	C05945
HMDB29441	C08295
HMDB29446	C01401
HMDB29457	C00841
HMDB29463	C10065
HMDB29469	C10040
HMDB29477	C16979
HMDB29515	C17765
HMDB29519	C09762
HMDB29520	C16989
HMDB29521	C10044
HMDB29522	C11577
HMDB29523	C08244
HMDB29529	C16192
HMDB29539	C08731
HMDB29540	C10112
HMDB29548	C10039
HMDB29561	C10573
HMDB29571	C06752
HMDB29588	C07595
HMDB29593	C06790
HMDB29594	C06547
HMDB29595	C02445
HMDB29596	C13827
HMDB29597	C11249
HMDB29599	C12518
HMDB29600	C11271
HMDB29605	C07604
HMDB29611	C01892
HMDB29617	C10381
HMDB29620	C10192
HMDB29631	C06561
HMDB29635	C01454
HMDB29636	C07214
HMDB29637	C07209
HMDB29638	C06758
HMDB29642	C14454
HMDB29643	C11510
HMDB29645	C10726
HMDB29646	C10680
HMDB29657	C13635
HMDB29659	C03663
HMDB29661	C10675
HMDB29673	C10331
HMDB29676	C10038
HMDB29683	C10759
HMDB29686	C10761
HMDB29692	C13960
HMDB29697	C02394
HMDB29698	C02394
HMDB29699	C12299
HMDB29705	C16439
HMDB29706	C19180
HMDB29707	C19254
HMDB29711	C08720
HMDB29713	C02740
HMDB29718	C02595
HMDB29723	C12283
HMDB29737	C08493
HMDB29739	C02693
HMDB29746	C19306
HMDB29748	C19245
HMDB29749	C19244
HMDB29751	C00829
HMDB29752	C10312
HMDB29753	C07999
HMDB29757	C03766
HMDB29758	C09268
HMDB29838	C06537
HMDB29840	C08568
HMDB29841	C08569
HMDB29842	C08538
HMDB29843	C02284
HMDB29845	C11159
HMDB29862	C14147
HMDB29864	C19255
HMDB29865	C09315
HMDB29867	C16975
HMDB29872	C17821
HMDB29875	C10868
HMDB29876	C03002
HMDB29878	C02107
HMDB29879	C00898
HMDB29881	C00818
HMDB29882	C01518
HMDB29894	C01630
HMDB29898	C03323
HMDB29900	C08335
HMDB29909	C17058
HMDB29913	C08331
HMDB29915	C06352
HMDB29916	C06353
HMDB29920	C05513
HMDB29922	C07283
HMDB29923	C01464
HMDB29926	C13183
HMDB29931	C00464
HMDB29936	C07473
HMDB29937	C00713
HMDB29940	C01768
HMDB29941	C01488
HMDB29943	C06186
HMDB29952	C06397
HMDB29956	C01736
HMDB29981	C10071
HMDB30003	C08492
HMDB30016	C09743
HMDB30017	C00828
HMDB30018	C09506
HMDB30021	C08817
HMDB30024	C03963
HMDB30028	C12290
HMDB30029	C12289
HMDB30030	C07288
HMDB30032	C09927
HMDB30041	C10706
HMDB30042	C16816
HMDB30047	C16819
HMDB30048	C08913
HMDB30049	C15643
HMDB30067	C08892
HMDB30070	C17144
HMDB30071	C08732
HMDB30075	C10100
HMDB30086	C04548
HMDB30087	C10545
HMDB30089	C09873
HMDB30090	C09833
HMDB30091	C08349
HMDB30092	C08376
HMDB30093	C10445
HMDB30094	C08619
HMDB30096	C16289
HMDB30097	C11821
HMDB30111	C10457
HMDB30118	C08911
HMDB30124	C01390
HMDB30129	C02061
HMDB30130	C10385
HMDB30144	C08739
HMDB30165	C10723
HMDB30167	C02961
HMDB30172	C09598
HMDB30173	C16761
HMDB30174	C17060
HMDB30176	C05191
HMDB30177	C10643
HMDB30180	C02633
HMDB30184	C09549
HMDB30195	C10676
HMDB30199	C10003
HMDB30211	C17592
HMDB30213	C09558
HMDB30228	C16996
HMDB30232	C09720
HMDB30246	C09591
HMDB30248	C09594
HMDB30259	C09423
HMDB30260	C09235
HMDB30267	C09915
HMDB30272	C10135
HMDB30274	C10577
HMDB30281	C09097
HMDB30282	C11379
HMDB30285	C06523
HMDB30290	C06521
HMDB30305	C10142
HMDB30310	C06536
HMDB30311	C06538
HMDB30318	C09220
HMDB30323	C13782
HMDB30325	C06182
HMDB30326	C06184
HMDB30327	C09231
HMDB30328	C10359
HMDB30338	C10864
HMDB30341	C10166
HMDB30344	C09611
HMDB30346	C09910
HMDB30347	C09984
HMDB30348	C09339
HMDB30351	C10642
HMDB30352	C10128
HMDB30353	C10129
HMDB30354	C09912
HMDB30358	C09041
HMDB30361	C09042
HMDB30376	C08289
HMDB30386	C10160
HMDB30387	C00371
HMDB30392	C17615
HMDB30396	C00806
HMDB30401	C16787
HMDB30406	C17213
HMDB30412	C08298
HMDB30441	C01945
HMDB30451	C06896
HMDB30452	C02010
HMDB30459	C08308
HMDB30461	C08307
HMDB30463	C07608
HMDB30474	C16755
HMDB30475	C16754
HMDB30479	C16756
HMDB30483	C02161
HMDB30484	C06574
HMDB30500	C06827
HMDB30514	C09022
HMDB30515	C12030
HMDB30518	C06624
HMDB30520	C11269
HMDB30521	C10526
HMDB30524	C14437
HMDB30539	C10190
HMDB30554	C14154
HMDB30564	C10275
HMDB30569	C10187
HMDB30575	C14472
HMDB30579	C10292
HMDB30583	C07610
HMDB30588	C00961
HMDB30589	C03686
HMDB30598	C10725
HMDB30608	C09979
HMDB30610	C16416
HMDB30614	C10114
HMDB30617	C10520
HMDB30620	C17868
HMDB30622	C09282
HMDB30632	C10213
HMDB30634	C08948
HMDB30635	C08929
HMDB30637	C01557
HMDB30638	C00758
HMDB30640	C12625
HMDB30651	C09141
HMDB30658	C11254
HMDB30666	C09308
HMDB30667	C04293
HMDB30670	C10315
HMDB30675	C01772
HMDB30676	C12621
HMDB30677	C06738
HMDB30684	C08604
HMDB30687	C17867
HMDB30693	C16312
HMDB30697	C08340
HMDB30699	C02168
HMDB30700	C10063
HMDB30704	C01855
HMDB30705	C10468
HMDB30708	C10195
HMDB30709	C10558
HMDB30718	C10527
HMDB30723	C10054
HMDB30724	C10061
HMDB30725	C10449
HMDB30727	C09479
HMDB30748	C09806
HMDB30762	C10476
HMDB30769	C06988
HMDB30770	C10702
HMDB30773	C03840
HMDB30775	C10073
HMDB30776	C11918
HMDB30777	C12140
HMDB30786	C09276
HMDB30791	C09926
HMDB30794	C10085
HMDB30796	C10105
HMDB30801	C10482
HMDB30802	C10118
HMDB30804	C10119
HMDB30807	C10274
HMDB30808	C09827
HMDB30812	C09982
HMDB30818	C09311
HMDB30819	C09263
HMDB30820	C09264
HMDB30821	C09206
HMDB30822	C12128
HMDB30823	C09320
HMDB30829	C10294
HMDB30831	C16838
HMDB30832	C10018
HMDB30842	C14985
HMDB30843	C04858
HMDB30845	C09116
HMDB30855	C00815
HMDB30871	C10070
HMDB30884	C09309
HMDB30934	C08342
HMDB30947	C08465
HMDB30955	C17091
HMDB30963	C08364
HMDB30983	C10770
HMDB30995	C19827
HMDB30996	C16320
HMDB30997	C12100
HMDB31009	C10809
HMDB31019	C14996
HMDB31036	C08379
HMDB31046	C16536
HMDB31078	C01948
HMDB31094	C13870
HMDB31146	C05307
HMDB31148	C02880
HMDB31152	C16323
HMDB31188	C01857
HMDB31193	C19806
HMDB31195	C14743
HMDB31209	C19309
HMDB31213	C14687
HMDB31217	C00849
HMDB31218	C03500
HMDB31219	C01537
HMDB31224	C18748
HMDB31231	C02498
HMDB31243	C03219
HMDB31251	C01771
HMDB31258	C08382
HMDB31265	C14696
HMDB31270	C08452
HMDB31295	C17145
HMDB31299	C14272
HMDB31305	C06548
HMDB31307	C02975
HMDB31310	C15513
HMDB31313	C12288
HMDB31325	C12304
HMDB31327	C19355
HMDB31330	C07561
HMDB31331	C06755
HMDB31332	C19160
HMDB31334	C18676
HMDB31340	C02824
HMDB31342	C09822
HMDB31344	C06105
HMDB31352	C12297
HMDB31398	C04771
HMDB31404	C00571
HMDB31407	C00557
HMDB31419	C14704
HMDB31432	C00370
HMDB31433	C00087
HMDB31435	C01479
HMDB31437	C03659
HMDB31438	C08624
HMDB31439	C00742
HMDB31442	C01996
HMDB31444	C08374
HMDB31448	C01443
HMDB31449	C03365
HMDB31451	C00181
HMDB31452	C10871
HMDB31457	C10219
HMDB31458	C08620
HMDB31460	C15549
HMDB31463	C10494
HMDB31467	C07195
HMDB31469	C17846
HMDB31472	C08373
HMDB31474	C01871
HMDB31475	C14390
HMDB31489	C19122
HMDB31496	C08497
HMDB31498	C16310
HMDB31506	C06366
HMDB31508	C00466
HMDB31518	C00497
HMDB31522	C00830
HMDB31523	C17530
HMDB31524	C18447
HMDB31526	C02223
HMDB31528	C12296
HMDB31548	C02271
HMDB31554	C12285
HMDB31558	C15508
HMDB31581	C14452
HMDB31609	C02181
HMDB31634	C08391
HMDB31642	C19285
HMDB31645	C06244
HMDB31647	C00511
HMDB31648	C15499
HMDB31649	C00417
HMDB31650	C01471
HMDB31652	C02001
HMDB31657	C10419
HMDB31659	C02640
HMDB31666	C02272
HMDB31669	C18754
HMDB31704	C10674
HMDB31715	C14314
HMDB31720	C02920
HMDB31727	C05654
HMDB31752	C09981
HMDB31760	C10066
HMDB31766	C10928
HMDB31767	C10896
HMDB31768	C15230
HMDB31769	C10897
HMDB31770	C14291
HMDB31778	C14427
HMDB31779	C11111
HMDB31780	C18574
HMDB31781	C14436
HMDB31782	C18649
HMDB31783	C18985
HMDB31787	C18659
HMDB31788	C15435
HMDB31789	C18728
HMDB31790	C18729
HMDB31791	C10988
HMDB31792	C18860
HMDB31793	C18660
HMDB31794	C18739
HMDB31795	C11208
HMDB31796	C11002
HMDB31797	C18418
HMDB31799	C19039
HMDB31800	C18661
HMDB31802	C10947
HMDB31803	C18667
HMDB31804	C11196
HMDB31805	C18663
HMDB31806	C18749
HMDB31808	C18897
HMDB31809	C18492
HMDB31810	C11285
HMDB31811	C18771
HMDB31816	C01495
HMDB31817	C06576
HMDB31821	C14467
HMDB31846	C13297
HMDB31848	C15469
HMDB31864	C10454
HMDB31876	C09808
HMDB31928	C16792
HMDB31950	C03872
HMDB31991	C10023
HMDB32012	C06317
HMDB32018	C14163
HMDB32020	C07453
HMDB32037	C01751
HMDB32039	C01408
HMDB32040	C19346
HMDB32049	C06354
HMDB32051	C12300
HMDB32055	C02997
HMDB32057	C12623
HMDB32059	C14841
HMDB32061	C16924
HMDB32063	C14200
HMDB32064	C17854
HMDB32071	C00903
HMDB32075	C01963
HMDB32079	C14521
HMDB32080	C16247
HMDB32104	C09752
HMDB32127	C04623
HMDB32133	C13624
HMDB32138	C02201
HMDB32141	C03764
HMDB32175	C03141
HMDB32178	C19575
HMDB32179	C18706
HMDB32199	C05821
HMDB32208	C00108
HMDB32231	C04308
HMDB32262	C01380
HMDB32273	C06551
HMDB32285	C14760
HMDB32287	C01913
HMDB32306	C04067
HMDB32322	C03648
HMDB32323	C08306
HMDB32330	C17601
HMDB32331	C03107
HMDB32332	C03124
HMDB32338	C06229
HMDB32368	C03962
HMDB32385	C14527
HMDB32386	C07874
HMDB32388	C06332
HMDB32435	C07876
HMDB32444	C00059
HMDB32445	C09873
HMDB32455	C01602
HMDB32456	C07834
HMDB32459	C16653
HMDB32462	C02088
HMDB32465	C14690
HMDB32469	C09921
HMDB32470	C05427
HMDB32471	C00267
HMDB32473	C06078
HMDB32488	C03885
HMDB32489	C13422
HMDB32523	C19524
HMDB32528	C14205
HMDB32538	C06771
HMDB32539	C14691
HMDB32554	C18992
HMDB32555	C16513
HMDB32556	C15181
HMDB32559	C14302
HMDB32560	C19119
HMDB32562	C11016
HMDB32563	C14562
HMDB32564	C14581
HMDB32565	C19415
HMDB32566	C11042
HMDB32582	C02499
HMDB32584	C14231
HMDB32590	C17497
HMDB32594	C10804
HMDB32609	C03005
HMDB32611	C10475
HMDB32612	C10812
HMDB32616	C00482
HMDB32619	C07112
HMDB32625	C14311
HMDB32635	C10938
HMDB32636	C04227
HMDB32641	C10247
HMDB32644	C09951
HMDB32696	C10203
HMDB32702	C14752
HMDB32706	C18750
HMDB32707	C10415
HMDB32708	C13014
HMDB32710	C18533
HMDB32737	C14348
HMDB32782	C11001
HMDB32797	C08491
HMDB32847	C04547
HMDB32860	C14082
HMDB32865	C14694
HMDB32867	C08398
HMDB32873	C11592
HMDB32876	C10401
HMDB32913	C03527
HMDB32914	C14279
HMDB32923	C14516
HMDB32929	C14512
HMDB32943	C14324
HMDB32948	C17717
HMDB32950	C09001
HMDB32985	C04294
HMDB32989	C03837
HMDB33002	C11115
HMDB33007	C03044
HMDB33103	C06346
HMDB33120	C14701
HMDB33121	C00225
HMDB33122	C10688
HMDB33123	C11310
HMDB33135	C11180
HMDB33141	C19186
HMDB33142	C10461
HMDB33145	C18438
HMDB33147	C10907
HMDB33153	C08644
HMDB33188	C14416
